,time,open,close,high,low,volume,amount,r_1,r_5,r_10
196,2016/3/29,5739.107,5656.65,5758.02,5591.871,19133,21998502200.0,0.03903193586309918,0.07288925424058414,0.08251297145837207
197,2016/3/30,5733.068,5877.44,5888.185,5681.455,19562,22885267240.0,0.00038554200468240106,0.020028617901671417,0.05252218653019
198,2016/3/31,5888.694,5879.706,5938.326,5871.029,17340,20787719720.0,0.00017602920962372175,0.011120794134944949,0.046060976518213635
199,2016/4/1,5865.840999999999,5880.741,5883.863,5713.641,19443,22947164120.0,0.02701904402863529,0.031476475498580805,0.02315405490566588
200,2016/4/5,5847.682,6039.633000000001,6081.973000000001,5841.4130000000005,19714,23850655840.0,0.0048555930467959075,0.001756066966320597,-0.008341732022459181
201,2016/4/6,6043.935,6068.959,6081.875,6014.493,15277,18742929000.0,-0.012160569876975703,0.00896990735973008,-0.06580865021497087
202,2016/4/7,6086.72,5995.156999999999,6124.1630000000005,5980.401999999999,18110,22227122520.0,-0.008350740439324357,0.031855546068268153,-0.05535401324769306
203,2016/4/8,5959.772,5945.093000000001,5961.585999999999,5870.444,18699,22500336600.0,0.020311372757330925,0.03455589340654539,-0.03645779805294885
204,2016/4/11,5997.516,6065.846,6139.763000000001,5997.516,18922,23383634400.0,-0.0025729304700447494,-0.00806845409527362,-0.06155645890119844
205,2016/4/12,6057.863,6050.2390000000005,6082.302,5964.383000000001,19089,23366282040.0,0.012091753730720297,-0.010080097662257802,-0.04729168550201078
206,2016/4/13,6096.661,6123.397,6238.16,6089.598000000001,23494,29419919400.0,0.010245783508728828,-0.07411376397773974,-0.06231573749015454
207,2016/4/14,6160.271,6186.1359999999995,6195.126,6118.401999999999,19038,23733607160.0,-0.005755612227083201,-0.08451721720957962,-0.07672996519960107
208,2016/4/15,6158.719,6150.531,6173.956,6096.231,19669,24405029320.0,-0.02172609161713021,-0.06864171565024209,-0.06941725844483988
209,2016/4/18,6100.105,6016.904,6100.105,5956.865,16268,19602558240.0,-0.0045957189943534,-0.0539230807072873,-0.00978443398797807
210,2016/4/19,6064.429,5989.2519999999995,6064.429,5947.105,15288,18482177720.0,-0.053376114412951585,-0.03759050378912079,-0.0077836097061869305
211,2016/4/20,6018.469,5669.569,6043.361999999999,5606.98,21027,24690130400.0,-0.0011055514096399459,0.012742414811425644,0.06020528191825495
212,2016/4/21,5675.065,5663.3009999999995,5791.615,5647.809,17547,20277156480.0,0.01148570418559801,0.008506169811564084,0.01823265265257867
213,2016/4/22,5634.368,5728.348000000001,5728.348000000001,5612.89,16488,18934849840.0,-0.006266029926952802,-0.0008327008065851509,-0.034592346694020865
214,2016/4/25,5692.599,5692.454000000001,5700.709,5565.6140000000005,16122,18442460520.0,0.012588419686834473,0.0466543954505383,-0.030670076561005257
215,2016/4/26,5697.637,5764.113,5773.065,5643.218000000001,16372,18950390680.0,-0.0038687652376003354,0.030971113855679046,-0.045986954107249386
216,2016/4/27,5767.411,5741.813,5808.4619999999995,5712.784000000001,15348,17907444680.0,-0.005283871139655704,0.0468656851067771,-0.03761669005939418
217,2016/4/28,5748.474,5711.474,5758.475,5605.177,17368,20004638400.0,0.002119242773406702,0.009644445549432728,-0.037418361704876876
218,2016/4/29,5687.922,5723.578,5763.268,5676.414000000001,14982,17385777040.0,0.040962838280529906,-0.033787780999927075,-0.021301710223919457
219,2016/5/3,5735.736999999999,5958.031999999999,5961.518,5677.935,18623,22052935600.0,-0.0025844104227703427,-0.07387775023699089,-0.06219184455538327
220,2016/5/4,5936.946999999999,5942.634,5987.273,5920.523,14408,17305922160.0,0.011488676570019158,-0.0746461922440452,-0.08439271205327459
221,2016/5/5,5935.109,6010.906999999999,6015.305,5919.472,14893,17944307280.0,-0.04065093670555847,-0.08070030030409711,-0.09631791009243676
222,2016/5/6,5987.831,5766.558000000001,6036.448,5758.453,21150,25142606600.0,-0.04098926950877821,-0.04661324831901468,-0.0468471833631086
223,2016/5/9,5711.34,5530.191,5711.34,5514.318,20359,23021165200.0,-0.002228675284452168,0.012922700138205017,0.013228657021068723
224,2016/5/10,5540.124,5517.866,5575.228,5504.945,16020,17951386680.0,-0.0034120074681043932,0.012618102723045468,-0.0023181063113892524
225,2016/5/11,5563.218000000001,5499.039000000001,5603.397,5479.541,18074,20335777880.0,0.004871032920479223,-0.010532749449494732,-0.0058033776447121875
226,2016/5/12,5453.343000000001,5525.825,5535.32,5364.803000000001,19684,21799998760.0,-0.00507887962430942,-0.016988594463270064,0.0029324128071375106
227,2016/5/13,5494.656999999999,5497.76,5606.528,5465.632,18358,20587853360.0,0.01889787840866093,-0.0002453726608655452,0.0104589869328598
228,2016/5/16,5463.1990000000005,5601.656,5609.185,5457.507,19357,21749470280.0,-0.0025287165081183073,0.0003020535355974942,-0.008896654846352622
229,2016/5/17,5592.149,5587.491,5634.765,5529.361999999999,20427,23202930400.0,-0.026196373291697363,-0.014750090872629623,0.050733683508394044
230,2016/5/18,5527.1140000000005,5441.119000000001,5532.555,5377.353,22170,24552137040.0,-0.0016853150978686684,0.004779715348993397,0.07379842271415114
231,2016/5/19,5414.996999999999,5431.9490000000005,5532.267,5414.996999999999,22900,25444267080.0,0.01186719536578851,0.02026528599587366,0.08018263794450184
232,2016/5/20,5380.105,5496.411,5515.634,5365.105,20547,22725524680.0,0.019455786694263004,0.010706986795565225,0.07898845264664528
233,2016/5/23,5554.103,5603.348000000001,5650.924,5547.431,15421,17302724080.0,-0.01753826462322187,-0.009195930718563464,0.05308022989112915
234,2016/5/24,5543.781,5505.075,5553.215,5452.334,15990,17764210320.0,-0.006893457400671129,0.06646412628347485,0.07797841083000687
235,2016/5/25,5560.335,5467.126,5586.562,5460.6359999999995,15750,17581659240.0,0.013700617106684618,0.06869038686871305,0.080951307871814
236,2016/5/26,5464.573,5542.029,5542.143,5376.975,18891,20793762520.0,0.002387573215513499,0.05872722787989722,0.017014526629146123
237,2016/5/27,5529.593000000001,5555.2609999999995,5586.852,5492.6269999999995,16462,18372486360.0,-0.0006194128412688088,0.06755812193162497,0.011632936778308114
238,2016/5/30,5519.727,5551.82,5608.196,5449.118,18320,20422564440.0,0.05748475274774767,0.06285416313929486,0.04588531328465249
239,2016/5/31,5569.701999999999,5870.965,5875.840999999999,5569.701999999999,22427,25864907720.0,-0.004820331921583621,0.010796691855597796,-0.01700180464369997
240,2016/6/1,5861.5740000000005,5842.665,5914.983,5835.670999999999,16546,19522488240.0,0.004250115315528004,0.01147284672319896,-0.012859029227244656
241,2016/6/2,5851.655,5867.496999999999,5874.8369999999995,5829.914000000001,14844,17473504600.0,0.01074853553397657,-0.03939891234712159,-0.011500815424362343
242,2016/6/3,5867.969,5930.564,5945.169,5844.188,18156,21516058480.0,-0.005022962402901422,-0.05238607997485569,-0.04073693496942293
243,2016/6/6,5942.670999999999,5900.775,5967.219,5883.852,14916,17775624840.0,0.005690269498498117,-0.01596536048230962,-0.010419478797276659
244,2016/6/7,5904.236,5934.352,5937.855,5868.253000000001,14334,17049051520.0,-0.004154623790432494,-0.027501570516882,-0.019901920209653975
245,2016/6/8,5916.249,5909.696999999999,5939.109,5849.275,15753,18716626920.0,-0.0462583783906347,-0.02405588645238473,-0.03202059259552547
246,2016/6/13,5838.576,5636.3240000000005,5882.217,5628.834,21498,25096644720.0,-0.002916617284599023,0.02904233326544022,0.04659011795631316
247,2016/6/14,5644.047,5619.885,5667.985,5592.359,19560,22224965640.0,0.033218117452581124,0.012293134112174774,0.06257939441821324
248,2016/6/15,5572.273,5806.566999999999,5842.059,5563.806,22497,26114927680.0,-0.006099817671956419,0.005635860225155478,0.030525265617360693
249,2016/6/16,5793.459,5771.148,5819.496999999999,5745.585999999999,20262,23704418360.0,-0.0006262185617141647,0.007814563064402308,0.036202155966195956
250,2016/6/17,5770.728,5767.534000000001,5867.654,5742.599,21567,25282049040.0,0.005631869703758844,-0.008161026879078721,0.03421791705085729
251,2016/6/20,5768.235,5800.016,5816.153,5679.744000000001,15953,18435992720.0,-0.019145636839622525,0.017052539165409157,0.04962020794425407
252,2016/6/21,5804.929,5688.971,5885.3730000000005,5652.161,18351,21391248640.0,0.026423231899055193,0.04967559159644178,0.07775307696242433
253,2016/6/22,5678.446,5839.2919999999995,5839.78,5672.147,16776,19487606720.0,-0.003946540094244315,0.024749918312014684,0.05294991242088947
254,2016/6/23,5821.616999999999,5816.246999999999,5833.9,5755.793000000001,16449,19206731520.0,-0.016468007634476194,0.028167476381247333,0.06424727147935788
255,2016/6/24,5801.898,5720.465,5863.392,5588.0380000000005,22084,25555229000.0,0.031196065354826788,0.042727645392463647,0.07941312463235065
256,2016/6/27,5737.359,5898.920999999999,5909.294,5735.971,17277,20308465000.0,0.012316320221952653,0.03202161886894247,0.04273205218378094
257,2016/6/28,5882.941999999999,5971.5740000000005,5975.528,5856.834,16906,20135006160.0,0.0020497108467549393,0.02674872655015228,0.04815062159490945
258,2016/6/29,5992.963000000001,5983.814,6008.22,5946.049,14500,17453594760.0,-0.0006246851924208011,0.027518903495329174,0.05334808200923363
259,2016/6/30,5979.125,5980.076,5993.014,5951.722,12887,15513559320.0,-0.0025399342750828426,0.03509136004291587,0.05621617517904465
260,2016/7/1,5985.217,5964.887,6031.93,5942.174,15197,18329424240.0,0.020608437343406606,0.03518222558113845,0.05364259205580939
261,2016/7/4,5943.884,6087.814,6126.871,5937.0,17690,21591770200.0,0.007144107885030534,0.010378109449467458,0.02413772825516678
262,2016/7/5,6095.316,6131.306,6146.521,6093.307,13592,16750702600.0,0.0028013607541362943,0.02084433561136906,0.01113155989931023
263,2016/7/6,6119.579000000001,6148.482,6176.559,6091.306,14496,17912383920.0,0.006740362905835979,0.02513742416420845,0.006630417068798416
264,2016/7/7,6153.406999999999,6189.925,6203.925,6093.938,17468,21657808800.0,-0.0024523722016018433,0.02040864792384406,0.006032867926509585
265,2016/7/8,6174.831999999999,6174.745,6205.603,6134.934,14658,18255975720.0,-0.0038464746317458122,0.01783296314260759,0.002846757234509349
266,2016/7/11,6188.715999999999,6150.994000000001,6257.89,6146.965,17864,22371965200.0,0.017576833923102473,0.013618286735444648,0.009269070982673714
267,2016/7/12,6161.596,6259.109,6267.391,6118.467,20988,26237198040.0,0.007018570854094455,-0.009514453255247765,0.007790405950751059
268,2016/7/13,6298.882,6303.039000000001,6333.6269999999995,6248.481,19884,25293357000.0,0.002096449030380415,-0.018053196243907242,-0.04441889063355011
269,2016/7/14,6290.685,6316.253000000001,6319.159000000001,6278.84,16337,20783287840.0,-0.004970351884257997,-0.014088257705953289,-0.04341355547347472
270,2016/7/15,6299.078,6284.859,6324.149,6245.361,17493,22193776240.0,-0.00797138010574305,-0.014723639782531326,-0.041361628001519386
271,2016/7/18,6280.751,6234.76,6302.54,6223.896,13769,17239249840.0,-0.005646247810661586,-0.004290782644400025,-0.04593023628816514
272,2016/7/19,6211.196,6199.557,6225.209,6146.53,14633,18263077240.0,-0.001662699447718602,0.01747108704702612,-0.03142127735901126
273,2016/7/20,6214.424,6189.249,6263.774,6188.103,14603,18306602560.0,0.006142748498242716,-0.026850430480337792,-0.025392095228354904
274,2016/7/21,6197.896,6227.268,6296.741999999999,6194.401,15725,19788157520.0,-0.0056116100993244085,-0.02974434374753111,-0.022238805203180605
275,2016/7/22,6218.481,6192.323,6249.8369999999995,6180.611,13502,16915660960.0,0.0025329751048193704,-0.027036057389125383,-0.019972472366186385
276,2016/7/25,6182.1990000000005,6208.008000000001,6241.338000000001,6166.63,12838,16074564960.0,0.016085997311858998,-0.04181888940864782,-0.0066597852322355326
277,2016/7/26,6202.649,6307.87,6310.146,6202.649,13614,17216333760.0,-0.045150740265731584,-0.048052829243468854,-0.014742060315130145
278,2016/7/27,6304.584,6023.065,6330.848000000001,5964.289000000001,21142,26209027240.0,0.0031507214350168667,0.0014985725706097876,0.029341539564989017
279,2016/7/28,6032.722,6042.0419999999995,6074.109,5977.9169999999995,16001,19487583280.0,-0.002835961749355635,0.007735629775496512,0.011439013499078587
280,2016/7/29,6056.483,6024.906999999999,6069.1,6003.62,13129,15977017120.0,-0.012699117181393759,0.007259863098301882,0.0248963179016706
281,2016/8/1,6007.513000000001,5948.396,6022.977,5885.255,15128,18095261360.0,0.009475327466429654,0.03669358933063652,0.06480822729354269
282,2016/8/2,5966.911999999999,6004.759,6019.607,5950.744000000001,12504,15085193280.0,0.0045517230583274745,0.03499224531742238,0.061259744146268044
283,2016/8/3,5990.513000000001,6032.090999999999,6045.826999999999,5984.422,13145,15923572800.0,0.00939806776787693,0.027801304721696132,0.05513179426504017
284,2016/8/4,6034.512,6088.781,6091.672,6013.915,12398,15103598480.0,-0.0033067374241247983,0.003674955627407078,0.04340721073725603
285,2016/8/5,6077.903,6068.647,6089.3859999999995,6051.375,11856,14493471800.0,0.01615137608102774,0.017509339396409085,0.0454687840634
286,2016/8/8,6063.359,6166.664000000001,6167.398,6012.165,15179,18643313680.0,0.00781865202968724,0.02711952524087564,0.02520260549301847
287,2016/8/9,6156.678000000001,6214.879,6218.404,6153.727,12441,15523766360.0,-0.0024277222452761733,0.0253794160755182,0.0058635091688832245
288,2016/8/10,6213.74,6199.791,6236.496999999999,6190.974,11340,14209051560.0,-0.014296288374882463,0.026591218962058506,0.008808845330431346
289,2016/8/11,6195.265,6111.156999999999,6198.321,6110.058000000001,15347,19056886360.0,0.010431412578665629,0.03958677546657715,0.017458396176043528
290,2016/8/12,6116.406,6174.905,6206.0509999999995,6088.939,16067,19872934040.0,0.02574873621537499,0.027478317480188016,0.006886745626046157
291,2016/8/15,6181.525,6333.901,6379.485,6175.467,20560,26016077720.0,0.006111241713440191,-0.0018663064042207028,-0.011084638045337422
292,2016/8/16,6353.066999999999,6372.609,6397.066,6348.399,15863,20368762560.0,-0.001248782092232638,-0.01903286393375157,-0.016790140427570748
293,2016/8/17,6361.956,6364.651,6381.558000000001,6333.611,15256,19570909480.0,-0.001818324366881925,-0.017321766739448775,-0.012877846719325183
294,2016/8/18,6346.59,6353.078,6392.268,6310.601,16393,21049601080.0,-0.0013374619357735412,-0.021285745271819353,-0.022136828793854035
295,2016/8/19,6337.971,6344.581,6374.669,6305.178000000001,14347,18347974920.0,-0.0035464910921619887,-0.02004088213232676,-0.021583931232023013
296,2016/8/22,6391.269,6322.08,6426.361,6309.986999999999,11716,14861239680.0,-0.011192518917824548,-0.009235568040898064,-0.012664186470275654
297,2016/8/23,6276.138000000001,6251.32,6301.058000000001,6177.722,12115,15270681480.0,0.0004933358074775795,0.0022862371467145277,0.0194274169295445
298,2016/8/24,6270.026,6254.404,6302.733,6238.786999999999,11609,14653942280.0,-0.0058448414908917916,0.0045222534393364495,0.01637022488473714
299,2016/8/25,6222.744000000001,6217.848000000001,6222.925,6129.144,12934,16077101960.0,-6.722583118798895e-05,-0.0008695934670646599,0.028290334533748608
300,2016/8/26,6234.294,6217.43,6314.495,6201.615,13371,16852079160.0,0.007440694949520751,-0.0015746055846225793,0.02270713140316809
301,2016/8/29,6221.0,6263.691999999999,6284.710999999999,6219.579000000001,11241,14164741920.0,0.00030652848192409094,-0.00346057884072197,-0.01624632884247802
302,2016/8/30,6262.571999999999,6265.611999999999,6312.1759999999995,6238.741,11842,14958681400.0,0.0027253522880128765,0.017102080371398782,-0.013535948284062228
303,2016/8/31,6262.198,6282.688,6287.154,6210.624,12464,15681154920.0,-0.011181042254525498,0.011794633125184611,-0.023804938268460918
304,2016/9/1,6274.547,6212.441,6291.16,6202.023,11136,14042307800.0,-0.0007728041199907534,0.02918530735342208,-0.005951122916096837
305,2016/9/2,6216.321999999999,6207.64,6264.621,6186.535,12352,15494221040.0,0.005537692263082153,0.024320031445122355,-0.00705324406698851
306,2016/9/5,6229.076,6242.016,6288.524,6229.076,12166,15329413720.0,0.020946918431481144,-0.012830149746492053,-0.012014868273326982
307,2016/9/6,6242.368,6372.767,6376.979,6183.75,16220,20542840800.0,-0.002507074242632731,-0.030122864997261058,-0.025098830696305016
308,2016/9/7,6423.363,6356.79,6423.363,6349.348000000001,12780,16428737880.0,0.005814727244411197,-0.03518458215545898,-0.021292507696494593
309,2016/9/8,6352.311,6393.753000000001,6397.611,6350.843000000001,11439,14691759560.0,-0.005496458809090832,-0.03414004263223811,-0.04208013665839143
310,2016/9/9,6381.405,6358.61,6399.113,6354.924,13045,16764540640.0,-0.03093128844197071,-0.030628392054238257,-0.029852279035826938
311,2016/9/12,6249.0419999999995,6161.93,6257.794,6160.269,18018,22556016080.0,0.003062514504384046,0.0008258776065291136,-0.000187441272458573
312,2016/9/13,6191.071999999999,6180.8009999999995,6206.839,6168.079000000001,15887,19824185680.0,-0.007712916173809766,0.00518007293876647,0.006294491603920051
313,2016/9/14,6138.78,6133.129,6173.8009999999995,6128.37,16586,20610238360.0,0.006903653909774334,0.014398686217100635,0.0170819821334266
314,2016/9/19,6131.713000000001,6175.47,6178.87,6131.713000000001,14320,17829478880.0,-0.0018806665727467687,-0.008220750809250117,0.03159014617510891
315,2016/9/20,6169.776999999999,6163.856,6179.017,6150.189,8155,10116699640.0,0.0005131528056464112,0.0008006351868052078,0.0299507321391027
316,2016/9/21,6146.435,6167.019,6184.988,6139.767,9582,11930302440.0,0.007426440554180225,-0.001012482692205196,0.028165796148836336
317,2016/9/22,6197.073,6212.818,6250.496999999999,6197.073,10722,13470303600.0,0.0013874541311205142,0.001108675644449897,0.029534423831504508
318,2016/9/23,6228.906999999999,6221.438,6231.7480000000005,6208.795,8295,10398752600.0,-0.015548656114550957,0.002645208390729014,0.017115817918622767
319,2016/9/26,6213.467,6124.703,6219.135,6110.144,12001,14936423720.0,0.007198389864781971,0.04014088519884142,0.03844741532773089
320,2016/9/27,6156.22,6168.791,6173.895,6098.047,11294,13973435440.0,-0.0012994442509075977,0.02912677702972926,0.027809663190080616
321,2016/9/28,6160.844,6160.775,6174.903,6141.672,8958,11125345080.0,0.009565517325336585,0.02920785128494404,0.026968522629052343
322,2016/9/29,6167.28,6219.706,6229.505,6167.28,11122,13916681400.0,0.0029244147552955567,0.028394268153510836,0.025623879971175566
323,2016/9/30,6206.049,6237.895,6243.653,6201.424,9091,11399622480.0,0.021266629207448928,0.014432432735722586,0.012553273179493977
324,2016/10/10,6258.9890000000005,6370.554,6412.255999999999,6115.187,92259,118000000000.0,-0.0034668884370180884,-0.0016281158593114977,0.013260542175766795
325,2016/10/20,6373.968000000001,6348.468000000001,6482.380999999999,6297.443,77728,99847841960.0,-0.0012207669629901259,-0.0012798363321670676,0.019621269257401878
326,2016/10/31,6343.305,6340.718000000001,6346.42,6295.854,9217,11731917360.0,0.008767461350591468,-0.0021757788313565094,0.017323432456702682
327,2016/11/1,6339.79,6396.31,6402.840999999999,6336.515,9847,12623224600.0,-0.010691633144734966,-0.002693896949960175,0.013900827195679972
328,2016/11/2,6386.696,6327.923000000001,6389.729,6326.486,9207,11790975280.0,0.005097881247922755,-0.0018524245633204863,0.003073836391498302
329,2016/11/3,6320.1230000000005,6360.182,6411.6669999999995,6318.517,11728,15036313600.0,-0.003119250361074421,0.014912938025987333,-0.0033942424918028667
330,2016/11/4,6360.094,6340.343000000001,6398.343000000001,6328.919,8990,11526514480.0,-0.0021167624527570804,0.020927889863371678,-0.0008857564961392301
331,2016/11/7,6350.159000000001,6326.922,6368.891,6319.061,8844,11316415040.0,0.00824366097764459,0.019541729770020895,0.009379758435460444
332,2016/11/8,6346.416,6379.079000000001,6398.484,6339.883000000001,10252,13149390280.0,-0.009856908810817456,0.01663954937695544,-0.00043329138892950425
333,2016/11/9,6368.515,6316.201,6382.945,6224.525,14934,19035331120.0,0.021979984487510755,0.0049354034173389625,0.0038643482055115658
334,2016/11/10,6355.291,6455.031,6518.316,6355.291,80546,105000000000.0,0.0027888324626172065,-0.018038178282954783,-0.05088914367723408
335,2016/11/21,6481.435,6473.033,6538.719,6375.403,62154,81082558040.0,-0.003471633776623827,-0.02136649079341948,-0.05349995898367901
336,2016/11/30,6464.380999999999,6450.561,6502.755,6423.722,10006,13026700400.0,0.005373641145320612,-0.009967195101325276,-0.04952763023247122
337,2016/12/1,6455.4130000000005,6485.224,6505.416,6450.807,8525,11123379120.0,-0.021256012128493998,-0.016793406056598903,-0.0439623982147725
338,2016/12/2,6465.0019999999995,6347.374,6474.108,6345.019,9704,12556792760.0,-0.0013832491988024884,-0.0010657950831319248,-0.008889345420641667
339,2016/12/5,6306.076999999999,6338.594,6398.106,6306.076999999999,8932,11453130040.0,-0.0006100722021319222,-0.03345442222675882,-0.008712657728196451
340,2016/12/6,6353.184,6334.727,6383.078,6327.687,8986,11517507680.0,0.008136104365665635,-0.03283503772143617,-0.01184076283003195
341,2016/12/7,6342.004,6386.267,6396.89,6318.668000000001,10234,13115305120.0,-0.001558343865046705,-0.03995871140370422,-0.014200940862635372
342,2016/12/8,6380.044,6376.315,6394.441999999999,6368.187,8991,11584564720.0,-0.0055997860833411186,-0.027633045105205627,-0.017889015834380798
343,2016/12/9,6358.467,6340.609,6380.104,6340.609,9229,11872895240.0,-0.0337615834693482,-0.00783189753539456,-0.01999003565745825
344,2016/12/12,6337.665,6126.54,6368.355,6014.504,76602,94823769760.0,3.035971363929631e-05,0.025598135325975255,0.004482301592742435
345,2016/12/20,6091.418000000001,6126.726,6166.406999999999,6022.766,57800,71420462640.0,0.000710656882648297,0.021707025905842763,-0.0039185692325719975
346,2016/12/30,6133.815,6131.08,6156.16,6110.566,7292,9018080200.0,0.011260332600455461,0.02682985705617935,-0.03570741207095653
347,2017/1/3,6150.845,6200.118,6217.77,6143.536,7618,9514265240.0,0.014650043757231624,0.01002093831117398,-0.03819120861893273
348,2017/1/4,6199.3640000000005,6290.95,6297.159000000001,6191.996,8955,11262558360.0,-0.0012052233764374895,-0.012254111064306687,-0.05128589481715794
349,2017/1/5,6285.642,6283.368,6296.82,6274.7390000000005,6882,8705262600.0,-0.0037637458127552518,-0.020588798873470437,-0.051812499283823685
350,2017/1/6,6282.831,6259.719,6286.178000000001,6247.069,6947,8767696640.0,0.005728212400588584,-0.025081157796380205,-0.03374448597453013
351,2017/1/9,6257.855,6295.576,6301.901,6252.05,7198,9109395400.0,-0.0052937173659725854,-0.06090324380167919,-0.030306996532168014
352,2017/1/10,6293.91,6262.249,6299.201999999999,6258.371999999999,6878,8713767760.0,-0.007727096127924668,-0.04773380937104216,-0.031050985037484078
353,2017/1/11,6260.491,6213.86,6292.0380000000005,6211.795999999999,8544,10766743440.0,-0.009633142684257365,-0.03951601741912428,-0.01826610190767087
354,2017/1/12,6215.863,6154.001,6233.503000000001,6148.819,8333,10420444600.0,-0.008333277813896917,-0.031880072817667804,-0.003734643527032279
355,2017/1/13,6162.599,6102.718000000001,6176.346,6097.473000000001,10558,13071457040.0,-0.03122592261349795,-0.008886204474793111,0.0014000319202032534
356,2017/1/16,6105.099,5912.155,6110.878000000001,5794.279,15804,19004574760.0,0.008655557914161704,0.03258050575466984,0.03841847854124265
357,2017/1/17,5892.356,5963.328,5968.706,5866.035,14175,16936272440.0,0.0008359426145936752,0.01751907659615566,0.025765310913637474
358,2017/1/18,5948.733,5968.313,5998.021,5935.193,13731,16557201720.0,-0.0017596262126333534,0.022124174787749883,0.03421251532887096
359,2017/1/19,5953.275,5957.811,5980.465999999999,5918.059,14555,17486624560.0,0.015219851720707587,0.029072254893617866,0.041217990970173514
360,2017/1/20,5948.429,6048.488,6067.547,5941.876,15503,18799865440.0,0.00930612741564496,0.010378461526252417,0.02600468083924426
361,2017/1/23,6089.840999999999,6104.776,6193.6359999999995,6088.5740000000005,8485,10350635120.0,-0.006056897091719608,0.005653770097379548,0.021560823853323988
362,2017/1/24,6061.073,6067.8,6078.285,6043.174,7287,8863302680.0,0.005365536108639011,0.008104255249019443,0.02690398496984088
363,2017/1/25,6052.941,6100.357,6102.380999999999,6036.875,7050,8616507400.0,0.00502609929222176,0.011826684897293705,0.011671120231160294
364,2017/1/26,6099.974,6131.018,6138.916,6099.693,5750,7071987720.0,-0.0032223033760462477,0.011802607658304065,0.01530904003217746
365,2017/2/3,6129.659000000001,6111.262,6142.102,6029.3730000000005,6505,7977127440.0,0.0045864503927340134,0.015465709046674717,0.009550891452534746
366,2017/2/6,6110.59,6139.291,6149.512,6095.169,8030,9887218320.0,-0.003634947423081884,0.01581762454329001,0.032864869901101074
367,2017/2/7,6136.387,6116.975,6149.8730000000005,6095.289000000001,8532,10505561680.0,0.009077853023757583,0.01864859673286229,0.02695253781485136
368,2017/2/8,6114.369000000001,6172.504,6183.052,6092.534000000001,9766,12047344840.0,0.005002183878698208,-0.00015374635642190177,0.02531274179814213
369,2017/2/9,6165.044,6203.38,6214.893,6165.044,9107,11368529760.0,0.0003864022516755422,0.0034655300819876425,0.021151211113941082
370,2017/2/10,6199.3769999999995,6205.776999999999,6214.779,6184.858,9624,12028431560.0,0.0049345956195333005,-0.005824733953540231,0.022975849760634416
371,2017/2/13,6197.83,6236.4,6248.883000000001,6194.555,9521,11954280120.0,-0.0008581874158166494,0.016781797190687137,0.007286575588480535
372,2017/2/14,6234.34,6231.048000000001,6237.227,6205.854,8777,11021075960.0,-0.009547832082179497,0.008151919227712589,0.012752429446860194
373,2017/2/15,6222.823,6171.555,6240.433000000001,6166.328,11284,14124659680.0,0.008640123923387269,0.025470404136396594,0.025563411490296954
374,2017/2/16,6165.227,6224.878000000001,6227.529,6162.993,12163,15222296080.0,-0.008875354665585493,0.01762460244200759,0.015108569196054775
375,2017/2/17,6241.116999999999,6169.63,6267.934,6158.633000000001,14165,17682558520.0,0.02778578293998194,0.0289693223094415,0.025089348956096144
376,2017/2/20,6247.264,6341.058000000001,6342.92,6246.87,11935,14885504280.0,-0.009338347007707568,-0.009338504710097471,0.006983850329077552
377,2017/2/21,6247.8769999999995,6281.843000000001,6301.187,6242.569,11014,13899397800.0,0.007466598576245638,0.004563310480697982,0.016478125925783085
378,2017/2/22,6288.201999999999,6328.746999999999,6333.155,6278.611999999999,10681,13538952880.0,0.0009230895151916412,9.069725808292287e-05,0.0052060858176192415
379,2017/2/23,6323.694,6334.589,6342.227,6285.249,11836,15030351160.0,0.0021739374093567446,-0.0024724571712545617,-0.005738651710474156
380,2017/2/24,6323.485,6348.36,6350.361999999999,6313.194,10045,12782938920.0,-0.010477981714962609,-0.0037707376393273386,-0.006461826361453828
381,2017/2/27,6343.366,6281.842,6345.078,6268.4130000000005,11149,14141295440.0,0.004563470396103622,0.01647621828119859,0.01566976692505152
382,2017/2/28,6282.258000000001,6310.509,6319.852,6280.618,10954,13895764920.0,0.002981059055616575,0.01186069142758528,0.007405583289715499
383,2017/3/1,6305.861,6329.321,6373.8009999999995,6297.334,13062,16667316520.0,-0.0016421982705570207,0.005114924649895273,0.0026225561952064307
384,2017/3/2,6339.911999999999,6318.927,6353.293000000001,6292.25,12110,15396662200.0,0.000869609666324661,-0.0032742900812116537,0.017278882949589416
385,2017/3/3,6309.098000000001,6324.422,6343.2390000000005,6273.687,12770,16232002440.0,0.009632658921242319,-0.0027012745196318215,0.006169891888934774
386,2017/3/6,6329.865,6385.343000000001,6405.795,6329.865,11941,15339510760.0,2.0359125577138874e-06,-0.0007933794629359178,0.003030377538058559
387,2017/3/7,6386.665,6385.356,6391.871999999999,6354.521,10345,13277403000.0,-0.003705509919885447,-0.004402886855486286,-0.001045047449194511
388,2017/3/8,6378.043000000001,6361.695,6378.603,6338.927,10266,13161293320.0,-0.009975014520501304,-0.0024796850524898845,0.00026313741856547475
389,2017/3/9,6344.182,6298.236999999999,6349.85,6271.015,13780,17507477680.0,0.00144500754735039,0.020620691155318657,0.013414706369417426
390,2017/3/10,6290.403,6307.338000000001,6327.399,6290.403,11701,14894894920.0,0.011564149566742496,0.008895194771550147,0.02513088723008012
