,Unnamed: 0,time,O,C,H,L,volume,amount,r_1,r_5,r_10,k,rsi,linear_result
0,868,2020/2/3,4775.026,4770.931,4860.5920000000015,4770.931,93722,90347881400.0,0.030196412398334937,0.10242487262968196,0.1646779213532959,60.8626736,23.239781100000002,65.691315
1,869,2020/2/4,4806.565,4914.996,4955.404,4789.863,135128,132000000000.0,0.021003475892961046,0.0690364753094408,0.13352950846755532,53.71059313,32.5691935,49.445137
2,870,2020/2/5,4951.302,5018.228,5089.056,4944.888,139506,141000000000.0,0.03565940009102817,0.07022438996394745,0.10492070109209876,49.89427379,38.58635103,51.62796
3,871,2020/2/6,5033.718,5197.175,5218.672000000001,5000.185,150949,155000000000.0,0.008270647034206156,0.024601249717394358,0.08486860650257097,50.43007656,47.68937263,48.08894
4,872,2020/2/7,5170.746,5240.1590000000015,5241.826,5142.206,137111,143000000000.0,0.003708666092002207,0.020917304226837328,0.094406104852925,51.76919794,49.7039747,48.44175
5,873,2020/2/10,5215.616,5259.593000000002,5363.616999999998,5195.839,119990,126000000000.0,-0.0010044503443518073,0.05646919828207241,0.0948803453042848,53.28870489,50.67028307,47.660904
6,874,2020/2/11,5274.304,5254.31,5293.178000000001,5225.816,111478,118000000000.0,0.022138016219065814,0.06032818771637001,0.10507640394266808,54.44525227,50.37430331,48.920193
7,875,2020/2/12,5244.219,5370.63,5370.858,5240.297000000001,121514,130000000000.0,-0.008490251609215467,0.03241966026332115,0.05528085159469188,57.82457894,56.64700008,49.211285
8,876,2020/2/13,5361.326999999998,5325.031999999998,5384.7069999999985,5307.392,127027,136000000000.0,0.004645418093262349,0.05882030380286923,0.06271154802450045,59.69378229,53.65604259,52.602875
9,877,2020/2/14,5329.6219999999985,5349.769,5397.751,5307.114000000001,128129,138000000000.0,0.03866129546901943,0.07198310805569341,-0.0035870707688499454,61.76514796,55.10283429,52.42179
10,878,2020/2/17,5379.062,5556.598000000001,5560.52,5375.1219999999985,135620,149000000000.0,0.0026446037665491928,0.036358037777791216,-0.0026127497436382718,68.05483761,65.29419073,54.43737
11,879,2020/2/18,5554.5880000000025,5571.293000000002,5598.255,5511.084,145492,162000000000.0,-0.004765321084351511,0.042202232049185,-0.0013977006773833597,72.83587453,65.91265819,58.906204
12,880,2020/2/19,5563.985,5544.744000000002,5598.614000000001,5531.843000000003,125260,140000000000.0,0.016864259197538947,0.0221433126578972,0.009285730774946358,76.25308074,63.6087628,60.58364
13,881,2020/2/20,5560.563,5638.252,5666.257,5515.38,157626,177000000000.0,0.017134743179268982,0.003675075182876071,0.004665453051761485,79.56386699,68.03577957,63.17545
14,882,2020/2/21,5631.988,5734.861999999999,5759.126,5630.094,159652,182000000000.0,0.004143604501730091,-0.07049568062840894,-0.02169799377910044,82.43704141,71.99552781,66.66212
15,883,2020/2/24,5712.658,5758.625,5803.025,5658.526,144417,166000000000.0,0.008298682411165976,-0.03760359460808788,-0.06498513099915351,84.24437865,72.9236916,68.99074
16,884,2020/2/25,5707.948,5806.4140000000025,5820.685,5572.303000000001,203357,233000000000.0,-0.023920271616870672,-0.04183442654967442,-0.04157591931956644,86.48966175,74.81239313,69.89538
17,885,2020/2/26,5750.339,5667.523,5768.4209999999985,5637.3719999999985,204206,234000000000.0,-0.0015085955540011526,-0.012579040261504077,-0.03893958612960207,84.45018791,60.9185571,71.68721
18,886,2020/2/27,5686.004,5658.973000000001,5717.426,5621.67,162802,186000000000.0,-0.05803067093622821,0.0009867514829985796,-0.046902856755104035,82.39803324,60.14499951,70.05907
19,887,2020/2/28,5492.224,5330.5790000000015,5556.061,5315.321999999999,218845,238000000000.0,0.03967692815358318,0.05249861225206474,0.0076483248817810455,69.42652579,38.83612261,68.62308
20,888,2020/3/2,5409.823,5542.08,5600.5880000000025,5409.823,181765,201000000000.0,0.003866057509093964,-0.02845141174432709,-0.08597891044517589,65.48067401,51.32988273,62.320625
21,889,2020/3/3,5643.488,5563.5059999999985,5730.073,5542.573,179794,204000000000.0,0.005882082269705536,0.0002697939033408437,-0.08812195043916532,62.75223595,52.43713681,59.385117
22,890,2020/3/4,5561.2,5596.231,5616.795,5481.569,157430,176000000000.0,0.012209288715923274,-0.026696360461174736,-0.11134082921166047,61.55779479,54.22646691,56.052868
23,891,2020/3/5,5676.205,5664.557,5701.554,5593.212,166969,190000000000.0,-0.009555910550463191,-0.047842399679268885,-0.11003790764220396,62.81579091,57.94285553,55.190247
24,892,2020/3/6,5622.418000000002,5610.427,5655.794,5591.738,140347,159000000000.0,-0.040286951420988114,-0.0426131558257508,-0.0923635580678618,62.07893557,54.032919299999996,55.81327
25,893,2020/3/9,5515.134,5384.4,5530.049,5357.469,175064,191000000000.0,0.033542641705668216,-0.0592121684867395,-0.09307852314092556,54.01061072,41.02760727,55.234962
