,Unnamed: 0,time,O,C,H,L,volume,amount,r_1,r_5,r_10,k,rsi,linear_result
26,894,2020/3/10,5433.826999999998,5565.007,5575.849,5330.55,213847,235000000000.0,-0.02123537310914437,-0.08836790322096615,-0.10997290749140104,53.24335225,51.51756118,51.321117
27,895,2020/3/11,5574.597,5446.8319999999985,5582.851,5446.523,158059,176000000000.0,-0.00978201640880423,-0.08696614839598497,-0.07003116674059333,48.70660664,45.55291658,50.73399
28,896,2020/3/12,5383.153,5393.551,5415.889,5299.664000000002,169518,183000000000.0,-0.004116397527343178,-0.06532060232674161,-0.07196483355770619,43.92699346,43.02617248,46.809334
29,897,2020/3/13,5125.57,5371.349,5417.823,5104.15,223362,237000000000.0,-0.056926295424110526,-0.05196478575493793,-0.07393096222196703,43.72062741,41.93573295,44.690372
30,898,2020/3/16,5348.751,5065.578,5363.755,5051.617,190416,200000000000.0,0.0015123644330421856,-0.03599786638365838,-0.033013211917771235,36.77681627,30.11179359,42.168495
31,899,2020/3/17,5180.4,5073.239000000001,5206.382000000001,4968.002,212147,217000000000.0,-0.019730393147257733,-0.023699258008542463,-0.037344978227913175,32.9489041,30.66283652,35.76316
32,900,2020/3/18,5100.974,4973.142,5220.76,4963.863,218015,225000000000.0,0.013693355226937048,0.018548032611978543,-0.01926769836855652,27.659257699999998,27.47821077,35.663376
33,901,2020/3/19,5001.915,5041.241,5072.733,4894.349,238473,240000000000.0,0.010113977887587616,-0.007108567116708017,0.002352000231688977,26.08231605,32.81853656,31.870958
34,902,2020/3/20,5098.157,5092.228,5108.919,4999.593,191920,196000000000.0,-0.041042938375893616,-0.023170211545908842,-0.02088378603628908,25.82094586,36.7421388,30.973175
35,903,2020/3/23,4924.282,4883.228,4995.6309999999985,4851.635,164921,164000000000.0,0.014289523241593563,0.0030961077385695873,0.05144015393096542,22.17223833,28.94622808,31.183193
36,904,2020/3/24,4984.862,4953.007000000001,5011.625,4858.551,185248,185000000000.0,0.02268864146567923,-0.013976963892843287,0.03920991833849607,20.78744564,34.19091131,27.49922
37,905,2020/3/25,5051.169,5065.384,5100.84,5021.183,152591,156000000000.0,-0.011840958158354878,-0.03712709638597984,0.023863146407064145,22.19486997,41.953607299999994,28.867737
38,906,2020/3/26,5029.017,5005.405,5074.016,4996.372,133473,136000000000.0,-0.006226269402775593,0.009528299907799713,0.02105523928633154,22.00061728,39.17868502,29.97313
39,907,2020/3/27,5065.039000000002,4974.24,5091.069,4974.24,158456,161000000000.0,-0.015257205120782274,0.002340659075557277,0.016285100839525297,21.94292575,37.72028375,29.162264
40,908,2020/3/30,4931.906,4898.347,4952.349,4834.73,152257,150000000000.0,-0.002974064516049864,0.04819482980687174,0.05559569381262704,20.1041492,34.22955993,29.211664
41,909,2020/3/31,4944.981,4883.779,4962.898,4873.547000000001,133185,132000000000.0,-0.0013223366577399464,0.05394081099902339,0.05496051315999352,18.29872175,33.55890484,27.895214
42,910,2020/4/1,4883.8690000000015,4877.321,4985.89,4863.460999999998,150892,150000000000.0,0.03603966193736277,0.06334194530152933,0.06578529483706316,17.08778151,33.23416693,27.600462
43,911,2020/4/2,4872.125,5053.098,5056.374,4872.125,161194,161000000000.0,-0.013301740833049379,0.011418143879259835,0.028765719564512838,23.667755300000003,48.49535489,26.696121
44,912,2020/4/3,5026.837,4985.883,5036.741,4955.71,130612,132000000000.0,0.029791914491375082,0.013911878798600024,0.04750632937034439,28.9110132,44.15367684,29.003841
45,913,2020/4/7,5082.589,5134.422000000001,5160.278,5082.185,129912,134000000000.0,0.0024914196768398584,0.007060580528830606,0.0066539135271699214,39.43546094,54.32088981,30.758293
46,914,2020/4/8,5110.007000000001,5147.214,5170.319,5108.757000000001,112051,116000000000.0,0.007585851297420367,0.0009675136879874186,0.0161069658265617,48.38206581,55.11262872,37.564484
47,915,2020/4/9,5174.252,5186.26,5210.382000000001,5165.839,117004,122000000000.0,-0.01455094808204759,0.0022978022698436754,0.00124309232471957,55.91482672,57.63419535,42.71408
48,916,2020/4/10,5185.577,5110.795,5188.4540000000015,5081.087,136113,141000000000.0,-0.010868954829923715,0.017151734710549055,0.00411755900989961,58.84394885,51.36083933,48.49733
49,917,2020/4/13,5073.695,5055.246,5093.866,5035.266,113651,116000000000.0,0.022833310189059024,0.03313350131724559,0.01312359477659442,58.82032456,47.114116499999994,51.245026
50,918,2020/4/14,5089.363,5170.674,5178.542,5086.566,131356,136000000000.0,-0.0035740021513635477,-0.0004038158274918604,-0.017307995050548475,63.92186687,55.68060912,51.971058
51,919,2020/4/15,5172.583,5152.194,5201.623,5150.372,120043,125000000000.0,0.008924935668183158,0.015124818669483227,-0.008972294133334238,67.35324434,54.10219314,54.424747
52,920,2020/4/16,5130.515,5198.177,5220.099,5125.743,160837,168000000000.0,5.3287912281739e-05,-0.0010522919862096546,0.010279757691975592,71.76989542,57.47657039,56.137108
53,921,2020/4/17,5243.0059999999985,5198.4540000000015,5272.566,5182.028,159022,168000000000.0,0.0046725430291390405,-0.012814386738826714,0.02444399815791368,73.45563907,57.49774665,59.16124
54,922,2020/4/20,5193.0909999999985,5222.7440000000015,5231.585,5181.129,96999,102000000000.0,-0.010369644769110118,-0.019368171214212426,0.016752113448409354,75.80606874,59.48798238,61.095356
55,923,2020/4/21,5201.959,5168.585999999998,5203.731,5097.337,127185,132000000000.0,0.011905383793556028,-0.016911008155808774,0.04182246362931767,74.36902914,53.23512594,62.57039
56,924,2020/4/22,5132.258,5230.12,5230.778,5128.398,124168,130000000000.0,-0.007153373153961966,-0.023738078667410945,0.02629997017276844,75.65968049,58.77404464,63.21081
57,925,2020/4/23,5226.889,5192.707,5239.144,5175.226,112486,118000000000.0,-0.011721824474209773,0.011343986864654591,0.03553888174318321,74.1075368,54.36931741,63.182106
58,926,2020/4/24,5178.66,5131.839,5188.642,5105.774,115295,120000000000.0,-0.0019973346786600287,0.03774202581179957,0.05262421521797552,68.53904509999998,47.81116122,62.950752
59,927,2020/4/27,5137.326,5121.589,5175.699000000001,5109.101,107457,112000000000.0,-0.007889934159105631,0.0368336857955607,0.04775256273004344,63.17873087,46.74301191,61.183704
60,928,2020/4/28,5124.52,5081.18,5130.181,4986.753,149067,152000000000.0,0.004878197584025809,0.059743799668580816,0.05396797594259592,58.15528162,42.52901077,57.730812
61,929,2020/4/29,5072.864000000001,5105.9670000000015,5133.233,5072.864000000001,107314,111000000000.0,0.028524665357218273,0.05125473783908102,0.04210387572030915,55.41448285,45.89500741,53.916985
62,930,2020/4/30,5148.02,5251.613,5266.68,5147.09,131028,138000000000.0,0.014074152074800513,0.023923506930156446,0.025056492167263567,61.62356619,60.99589493,51.413414
63,931,2020/5/6,5220.195,5325.525,5344.1219999999985,5216.214,120325,128000000000.0,-0.0028708906633617827,0.01434093352298609,0.0020833626731637266,67.15232767,66.35672779999999,52.765053
64,932,2020/5/7,5329.616,5310.236,5342.331,5288.087,107079,115000000000.0,0.014031956395158316,0.010530982050515359,-0.007776113905295296,71.04659373,64.30012505,57.45399
65,933,2020/5/8,5351.2440000000015,5384.749,5415.148,5334.54,126200,137000000000.0,-0.00317136416200648,-0.00545020761413391,-0.03494294720143866,74.68949124,69.48546979,60.009476
66,934,2020/5/11,5406.581,5367.672,5439.264,5350.048000000002,118148,128000000000.0,0.001784386229262971,-0.008704704758412821,-0.03428301878356195,76.27106739,66.97722375,63.796257
67,935,2020/5/12,5363.376,5377.25,5393.2559999999985,5325.9569999999985,124299,135000000000.0,0.004583755637175162,0.0011065135524663755,-0.02026519131526329,77.94181979,67.71262553,64.95128
68,936,2020/5/13,5359.105,5401.898,5413.054,5350.281,113034,123000000000.0,-0.006616193049183783,-0.01208427112100233,-0.03265907649496533,80.24193669,69.66817569999999,65.85528
69,937,2020/5/14,5375.423000000002,5366.158,5387.802,5345.517,129152,140000000000.0,-0.002004599939099914,-0.018116313384734503,-0.030057817902491887,80.84234235,63.40381163,67.33004
70,938,2020/5/15,5379.674,5355.401,5413.143,5350.6280000000015,138830,151000000000.0,-0.0064333184387125285,-0.029654362016961887,-0.02137692396890541,80.94648377,61.53044922,67.89643
71,939,2020/5/18,5360.848000000001,5320.948,5379.446999999999,5303.998000000001,117443,126000000000.0,0.011699418975716264,-0.025802920832904263,0.022941588604135938,79.76431202,55.610085700000006,67.50473
72,940,2020/5/19,5366.276,5383.2,5396.405,5350.321999999999,103696,112000000000.0,-0.008652845890919886,-0.02134808292465436,0.010198023480457915,80.58670834,62.8718254,66.58348
73,941,2020/5/20,5376.538000000001,5336.62,5381.371,5319.715,92505,99730131800.0,-0.012681622450165029,-0.02082647818281984,0.01615104691733719,77.96707020000001,55.26189263,66.573944
74,942,2020/5/21,5352.355,5268.943,5354.748000000001,5264.536999999998,102156,109000000000.0,-0.013731976223694214,-0.012161832079033676,0.02983919165570788,68.91255701,46.13453563,66.68071
75,943,2020/5/22,5266.4540000000015,5196.59,5280.996,5180.502,125778,132000000000.0,-0.002489709598024878,0.008530401667247122,0.04715573096973207,58.46334688,38.48876542,63.428833
76,944,2020/5/25,5196.218,5183.652,5224.555,5165.241,98197,103000000000.0,0.016325748719242802,0.05003557337568189,0.04617825425009246,49.83925225,37.24697234,56.385063
77,945,2020/5/26,5206.425,5268.279,5279.501,5201.343,100912,107000000000.0,-0.008124474804770321,0.032234245756536516,0.03435884849682405,47.7997024,49.28703016,49.995113
78,946,2020/5/27,5267.001,5225.477,5270.786999999998,5203.958,100413,106000000000.0,-0.003944903020336627,0.03776401656729138,0.04259879050276179,43.8828039,44.43597463,46.926785
79,947,2020/5/28,5217.241,5204.863,5251.167,5147.822,122301,128000000000.0,0.006927367732829775,0.042518121994757664,0.04401422285274362,40.15214719,42.18627036,45.68083
80,948,2020/5/29,5192.5,5240.919,5267.1280000000015,5180.442,106121,112000000000.0,0.038561939232413314,0.038298626633993055,0.04293579045965015,39.308196,47.42403287,43.122807
81,949,2020/6/1,5298.661999999998,5443.019,5450.696,5298.661999999998,129569,141000000000.0,-0.000904093849387512,-0.0036735128060364827,-0.0031875692515496204,49.00104377,66.53960147,41.395588
82,950,2020/6/2,5462.889,5438.098000000001,5468.755,5412.093000000002,93918,103000000000.0,-0.002810909255405284,0.002058256397733049,0.01910649642577227,55.90879296,65.88343238,44.817486
83,951,2020/6/3,5452.526999999999,5422.812,5479.531999999998,5420.91,100012,110000000000.0,0.0006181294870633117,0.004658837518247014,0.024078098226529118,60.40744856,63.68865422,49.83711
84,952,2020/6/4,5444.485,5426.164000000002,5451.644,5398.06,89357,97900391240.0,0.0028519226473802586,0.0014350837903165756,0.02802827190626736,64.32474843,63.984636,54.070957
85,953,2020/6/5,5435.741,5441.639,5443.2,5395.491999999998,96341,106000000000.0,-0.00342084434487473,0.004466117653155414,0.034435029593106015,68.36670159,65.44742647,56.364956
86,954,2020/6/8,5474.396,5423.024,5489.0430000000015,5411.375,93294,103000000000.0,0.004843607551801324,0.0004877352561964555,0.03646046928798391,70.41427277,62.03758567,58.983006
87,955,2020/6/9,5426.467,5449.291,5465.411999999998,5408.18,106276,117000000000.0,-0.00022296478569416563,0.01701322245407706,0.03438098644392451,73.40357268,64.93749507,60.993004
88,956,2020/6/10,5451.108,5448.076,5456.686,5414.833000000001,92417,102000000000.0,-0.002592658399038486,0.019329209063897183,0.03643176049673319,75.83531024,64.68038349999999,62.091236
89,957,2020/6/11,5429.17,5433.951,5515.321,5399.0059999999985,149030,165000000000.0,0.005887244842656674,0.02655507935202213,0.03173418383787414,76.17249906,61.49591512,63.88364
90,958,2020/6/12,5380.138000000001,5465.941999999999,5494.573,5361.272,146939,161000000000.0,-0.007367988902919064,0.029835662361583942,0.04333672036768798,77.90433269,65.78770503,65.1735
91,959,2020/6/15,5446.239000000001,5425.669,5502.0769999999975,5425.233,141380,156000000000.0,0.02144104257004995,0.03595519741436496,0.05551131113969535,77.12503379,56.81839022,64.914825
92,960,2020/6/16,5479.306,5542.001,5542.86,5472.028,131050,146000000000.0,0.002053770831149348,0.017077225355967958,0.05890489734664413,80.87890087,70.07614126,65.48993
93,961,2020/6/17,5539.459,5553.3830000000025,5558.623000000001,5508.656999999997,113860,128000000000.0,0.004477811092805822,0.01677824129904231,0.07327677561587204,83.62322278,71.05433851,66.164345
94,962,2020/6/18,5535.526999999999,5578.25,5578.985,5527.991,132237,149000000000.0,0.00910177923183793,0.005045130641330171,0.12283189172231432,86.29641891,73.20705396,69.14084
