,Unnamed: 0,time,O,C,H,L,volume,amount,r_1,r_5,r_10,k,rsi,linear_result
56,924,2020/4/22,5132.258,5230.12,5230.778,5128.398,124168,130000000000.0,-0.007153373153961966,-0.023738078667410945,0.02629997017276844,75.65968049,58.77404464,63.13325
57,925,2020/4/23,5226.889,5192.707,5239.144,5175.226,112486,118000000000.0,-0.011721824474209773,0.011343986864654591,0.03553888174318321,74.1075368,54.36931741,62.7983
58,926,2020/4/24,5178.66,5131.839,5188.642,5105.774,115295,120000000000.0,-0.0019973346786600287,0.03774202581179957,0.05262421521797552,68.53904509999998,47.81116122,63.08937
59,927,2020/4/27,5137.326,5121.589,5175.699000000001,5109.101,107457,112000000000.0,-0.007889934159105631,0.0368336857955607,0.04775256273004344,63.17873087,46.74301191,60.99995
60,928,2020/4/28,5124.52,5081.18,5130.181,4986.753,149067,152000000000.0,0.004878197584025809,0.059743799668580816,0.05396797594259592,58.15528162,42.52901077,57.552628
61,929,2020/4/29,5072.864000000001,5105.9670000000015,5133.233,5072.864000000001,107314,111000000000.0,0.028524665357218273,0.05125473783908102,0.04210387572030915,55.41448285,45.89500741,53.955696
62,930,2020/4/30,5148.02,5251.613,5266.68,5147.09,131028,138000000000.0,0.014074152074800513,0.023923506930156446,0.025056492167263567,61.62356619,60.99589493,51.023304
63,931,2020/5/6,5220.195,5325.525,5344.1219999999985,5216.214,120325,128000000000.0,-0.0028708906633617827,0.01434093352298609,0.0020833626731637266,67.15232767,66.35672779999999,52.849354
64,932,2020/5/7,5329.616,5310.236,5342.331,5288.087,107079,115000000000.0,0.014031956395158316,0.010530982050515359,-0.007776113905295296,71.04659373,64.30012505,57.54813
65,933,2020/5/8,5351.2440000000015,5384.749,5415.148,5334.54,126200,137000000000.0,-0.00317136416200648,-0.00545020761413391,-0.03494294720143866,74.68949124,69.48546979,60.12004
66,934,2020/5/11,5406.581,5367.672,5439.264,5350.048000000002,118148,128000000000.0,0.001784386229262971,-0.008704704758412821,-0.03428301878356195,76.27106739,66.97722375,63.4255
67,935,2020/5/12,5363.376,5377.25,5393.2559999999985,5325.9569999999985,124299,135000000000.0,0.004583755637175162,0.0011065135524663755,-0.02026519131526329,77.94181979,67.71262553,64.76776
68,936,2020/5/13,5359.105,5401.898,5413.054,5350.281,113034,123000000000.0,-0.006616193049183783,-0.01208427112100233,-0.03265907649496533,80.24193669,69.66817569999999,65.593346
69,937,2020/5/14,5375.423000000002,5366.158,5387.802,5345.517,129152,140000000000.0,-0.002004599939099914,-0.018116313384734503,-0.030057817902491887,80.84234235,63.40381163,66.963356
70,938,2020/5/15,5379.674,5355.401,5413.143,5350.6280000000015,138830,151000000000.0,-0.0064333184387125285,-0.029654362016961887,-0.02137692396890541,80.94648377,61.53044922,67.71734
71,939,2020/5/18,5360.848000000001,5320.948,5379.446999999999,5303.998000000001,117443,126000000000.0,0.011699418975716264,-0.025802920832904263,0.022941588604135938,79.76431202,55.610085700000006,67.168045
72,940,2020/5/19,5366.276,5383.2,5396.405,5350.321999999999,103696,112000000000.0,-0.008652845890919886,-0.02134808292465436,0.010198023480457915,80.58670834,62.8718254,66.41009
73,941,2020/5/20,5376.538000000001,5336.62,5381.371,5319.715,92505,99730131800.0,-0.012681622450165029,-0.02082647818281984,0.01615104691733719,77.96707020000001,55.26189263,66.39926
74,942,2020/5/21,5352.355,5268.943,5354.748000000001,5264.536999999998,102156,109000000000.0,-0.013731976223694214,-0.012161832079033676,0.02983919165570788,68.91255701,46.13453563,66.50961
75,943,2020/5/22,5266.4540000000015,5196.59,5280.996,5180.502,125778,132000000000.0,-0.002489709598024878,0.008530401667247122,0.04715573096973207,58.46334688,38.48876542,63.23752
76,944,2020/5/25,5196.218,5183.652,5224.555,5165.241,98197,103000000000.0,0.016325748719242802,0.05003557337568189,0.04617825425009246,49.83925225,37.24697234,56.246384
77,945,2020/5/26,5206.425,5268.279,5279.501,5201.343,100912,107000000000.0,-0.008124474804770321,0.032234245756536516,0.03435884849682405,47.7997024,49.28703016,49.90092
78,946,2020/5/27,5267.001,5225.477,5270.786999999998,5203.958,100413,106000000000.0,-0.003944903020336627,0.03776401656729138,0.04259879050276179,43.8828039,44.43597463,46.927208
79,947,2020/5/28,5217.241,5204.863,5251.167,5147.822,122301,128000000000.0,0.006927367732829775,0.042518121994757664,0.04401422285274362,40.15214719,42.18627036,45.70708
80,948,2020/5/29,5192.5,5240.919,5267.1280000000015,5180.442,106121,112000000000.0,0.038561939232413314,0.038298626633993055,0.04293579045965015,39.308196,47.42403287,42.827938
81,949,2020/6/1,5298.661999999998,5443.019,5450.696,5298.661999999998,129569,141000000000.0,-0.000904093849387512,-0.0036735128060364827,-0.0031875692515496204,49.00104377,66.53960147,41.180855
82,950,2020/6/2,5462.889,5438.098000000001,5468.755,5412.093000000002,93918,103000000000.0,-0.002810909255405284,0.002058256397733049,0.01910649642577227,55.90879296,65.88343238,44.787617
83,951,2020/6/3,5452.526999999999,5422.812,5479.531999999998,5420.91,100012,110000000000.0,0.0006181294870633117,0.004658837518247014,0.024078098226529118,60.40744856,63.68865422,49.88796
84,952,2020/6/4,5444.485,5426.164000000002,5451.644,5398.06,89357,97900391240.0,0.0028519226473802586,0.0014350837903165756,0.02802827190626736,64.32474843,63.984636,53.55252
85,953,2020/6/5,5435.741,5441.639,5443.2,5395.491999999998,96341,106000000000.0,-0.00342084434487473,0.004466117653155414,0.034435029593106015,68.36670159,65.44742647,56.06566
86,954,2020/6/8,5474.396,5423.024,5489.0430000000015,5411.375,93294,103000000000.0,0.004843607551801324,0.0004877352561964555,0.03646046928798391,70.41427277,62.03758567,58.556564
87,955,2020/6/9,5426.467,5449.291,5465.411999999998,5408.18,106276,117000000000.0,-0.00022296478569416563,0.01701322245407706,0.03438098644392451,73.40357268,64.93749507,60.52049
88,956,2020/6/10,5451.108,5448.076,5456.686,5414.833000000001,92417,102000000000.0,-0.002592658399038486,0.019329209063897183,0.03643176049673319,75.83531024,64.68038349999999,61.78281
89,957,2020/6/11,5429.17,5433.951,5515.321,5399.0059999999985,149030,165000000000.0,0.005887244842656674,0.02655507935202213,0.03173418383787414,76.17249906,61.49591512,63.632187
90,958,2020/6/12,5380.138000000001,5465.941999999999,5494.573,5361.272,146939,161000000000.0,-0.007367988902919064,0.029835662361583942,0.04333672036768798,77.90433269,65.78770503,64.77843
91,959,2020/6/15,5446.239000000001,5425.669,5502.0769999999975,5425.233,141380,156000000000.0,0.02144104257004995,0.03595519741436496,0.05551131113969535,77.12503379,56.81839022,64.89971
92,960,2020/6/16,5479.306,5542.001,5542.86,5472.028,131050,146000000000.0,0.002053770831149348,0.017077225355967958,0.05890489734664413,80.87890087,70.07614126,65.50801
93,961,2020/6/17,5539.459,5553.3830000000025,5558.623000000001,5508.656999999997,113860,128000000000.0,0.004477811092805822,0.01677824129904231,0.07327677561587204,83.62322278,71.05433851,66.10583
94,962,2020/6/18,5535.526999999999,5578.25,5578.985,5527.991,132237,149000000000.0,0.00910177923183793,0.005045130641330171,0.12283189172231432,86.29641891,73.20705396,68.87553
